"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2 Cleaned","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4 Cleaned","Q5 Cleaned","Q6 Cleaned","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"629700","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","cloudy with a chance of meatballs","water","Friends,Teachers","N/A","Pizza"
"630928","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","cloudy with a chance of meatballs","apple juice","Friends","N/A","Pizza"
"607286","4","17.5","Week day lunch,Week day dinner,At a party","15.0","murder mystery","sprite","Parents,Siblings,Friends,Teachers","A little (mild)","Pizza"
"607609","3","8.0","At a party,Late night snack","2.5","interstellar","soft drink","Friends","A moderate amount (medium)","Pizza"
"522890","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","10.0","home alone or action movies","sprite or any soft drinks as such coke pepsi etc","Siblings,Friends","N/A","Pizza"
"630227","2","3.0","Week day dinner,Weekend dinner,At a party","20.0","the super mario bros movie","coca cola","Siblings,Friends","N/A","Pizza"
"603607","3","4.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","mystic pizza","coke","Siblings,Friends","N/A","Pizza"
"617029","3","5.0","Week day dinner,Weekend dinner,At a party","20.0","scott pilgrim vs the world","coke","Siblings,Friends,Strangers","A little (mild)","Pizza"
"617462","3","4.0","Week day lunch,Weekend lunch,At a party","5.0","spiderman","coke","Siblings,Friends","N/A","Pizza"
"633001","4","10.0","Week day lunch,Week day dinner,Weekend lunch,At a party,Late night snack","5.0","ratatouille","iced tea","Parents,Friends","N/A","Pizza"
"634690","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","home alone","pepsi","Parents,Siblings","A little (mild)","Pizza"
"630198","2","4.0","Weekend lunch,At a party","5.0","the ritual","coca cola","Friends,Teachers","N/A","Pizza"
"520507","3","7.0","Weekend dinner,At a party","4.0","N/A","ginger ale","Parents,Siblings,Friends","A little (mild)","Pizza"
"635065","1","3.0","Week day lunch,Week day dinner,Weekend lunch","7.0","breakaway","soda","Siblings,Friends,Strangers","N/A","Pizza"
"613209","3","3.0","At a party,Late night snack","5.0","homealone","pepsi coke","Siblings","A little (mild)","Pizza"
"605452","2","6.0","Weekend dinner,At a party","15.0","uncle grandpa","soda","Friends","N/A","Pizza"
"24137","4","7.0","Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","comedy","coke","Friends","N/A","Pizza"
"518809","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.0","N/A","fanta","Friends,Teachers","A little (mild)","Pizza"
"634646","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","harry potter","coca cola","Siblings,Friends","N/A","Pizza"
"508156","3","6.0","Week day lunch,Week day dinner,Weekend lunch,At a party","3.0","eat pray love","coca cola zero","Siblings,Friends,Teachers","A little (mild)","Pizza"
"632909","3","10.0","Week day dinner,Weekend dinner,At a party,Late night snack","7.0","spiderman","canada dry","Parents,Siblings","N/A","Pizza"
"414734","2","4.0","At a party","15.0","no movie that i can think","cola","Friends","A lot (hot)","Pizza"
"630250","3","9.0","At a party,Late night snack","7.5","ratatouille","sprite","Friends","N/A","Pizza"
"411810","3","3.0","Week day lunch,Weekend lunch,At a party,Late night snack","2.0","toy story","pop","Parents,Siblings,Friends","N/A","Pizza"
"214145","3","10.0","Weekend lunch","10.0","shrek","gatorade","Parents,Siblings","A lot (hot)","Pizza"
"628986","2","4.0","At a party","17.0","captain america","coke","Teachers","A lot (hot)","Pizza"
"211158","4","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.0","home alone","soda","Friends","N/A","Pizza"
"507382","2","5.0","At a party","5.0","spiderman","coca cola","Friends","A little (mild)","Pizza"
"522877","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","pirates of the caribbean","ginger ale","Siblings,Friends","A little (mild)","Pizza"
"635024","3","5.0","Week day lunch,Weekend lunch,At a party,Late night snack","4.0","monsters inc","soda","Parents,Friends,Teachers","N/A","Pizza"
"602845","3","7.0","Weekend lunch,At a party","22.5","i think of the movie named chef","coca cola","Parents,Siblings","A little (mild)","Pizza"
"519822","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","16.5","the boy and the herron","coca cola","Friends,Teachers,Strangers","A moderate amount (medium)","Pizza"
"600849","2","4.0","Weekend dinner,At a party","6.0","superbad","ginger ale","Friends","N/A","Pizza"
"605148","3","8.0","Week day lunch,Week day dinner,At a party","5.0","home alone","pepsi coca cola crush canada dry","Friends","N/A","Pizza"
"631600","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","9.0","teenage mutant ninja turtles vs batman the tmnt love pizza and they eat it with batman at the end of the movie","sprite","Siblings,Friends","N/A","Pizza"
"716142","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","home alone","soda","Friends","N/A","Pizza"
"525853","1","4.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","spiderman","coca cola","Friends,Teachers","N/A","Pizza"
"835124","4","5.0","Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.0","teenage mutant ninja turtles","coke","Friends","N/A","Pizza"
"634764","4","7.0","Week day lunch,Weekend lunch,At a party,Late night snack","10.0","the grinch","coke","Parents,Siblings,Friends,Teachers,Strangers","N/A","Pizza"
"630117","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","N/A","pop","Friends","N/A","Pizza"
"631531","5","7.0","Week day lunch,Week day dinner,At a party,Late night snack","5.0","back to the future","pepsi water","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"714062","3","4.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","20.0","the hangover","coke","Friends","A little (mild)","Pizza"
"629156","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","teenage mutant ninja turtles","soda","Friends","A little (mild)","Pizza"
"498563","4","9.0","Weekend lunch,Weekend dinner,At a party","16.0","home alone","water","Friends","N/A","Pizza"
"625319","3","2.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","teenage mutant ninja turtles","soda or water","Friends,Teachers","A moderate amount (medium)","Pizza"
"723931","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","spiderman","coke","Siblings,Friends","N/A","Pizza"
"526497","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","set it up","coke","Parents,Siblings,Friends,Teachers","A little (mild)","Pizza"
"630999","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","20.0","N/A","coke","Teachers","N/A","Pizza"
"97339","1","5.5","At a party","10.0","spiderman","coke zero","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"631909","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","mufasa the lion king","coke","Friends","N/A","Pizza"
"625349","3","7.0","Weekend dinner,At a party,Late night snack","20.0","dune","sprite","Parents,Friends,Strangers","A little (mild)","Pizza"
"632299","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","cloudy with a chance of meatballs","soda","Friends","A little (mild)","Pizza"
"616634","4","9.0","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack","4.0","the lego movie","pepsi","Friends,Teachers,Strangers","A little (mild)","Pizza"
"616836","3","5.0","Weekend dinner,At a party","3.0","ratatouille","diet coke","Friends","A moderate amount (medium)","Pizza"
"609116","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","the big lebowski","soda","Siblings,Friends","N/A","Pizza"
"626789","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","6.0","N/A","diet coke","Friends","N/A","Pizza"
"504599","3","5.0","Week day lunch,At a party,Late night snack","15.0","fight club","diet pepsi","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"632684","2","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.0","teenage mutant ninja turtles","coca cola","Parents,Siblings,Friends","N/A","Pizza"
"522967","2","4.0","Weekend lunch,At a party","12.0","spiderman","coca cola","Parents,Teachers","A little (mild)","Pizza"
"632893","3","3.0","Weekend lunch,At a party","15.0","transformers","pepsi","Friends","A little (mild)","Pizza"
"632156","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","i dont have a movie i think of when i think of pizza","coke","Parents,Siblings","N/A","Pizza"
"603582","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","cloudy with a chance of meatballs","coke","Parents,Siblings,Friends","N/A","Pizza"
"626754","2","15.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","home alone","coca cola","Parents,Friends","N/A","Pizza"
"298481","4","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","16.0","interstellar","coke zero","Parents,Siblings,Friends","N/A","Pizza"
"631583","2","11.0","Week day dinner,Weekend dinner,At a party","18.0","futurama benders big score","coke","Parents,Siblings,Friends","N/A","Pizza"
"718026","3","6.0","Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","teenage mutant ninja turtles","pepsi","Friends","N/A","Pizza"
"616713","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","the italian job","water","Friends","N/A","Pizza"
"602533","5","7.0","Weekend dinner,At a party","15.0","godfather","coke","Parents,Friends","A little (mild)","Pizza"
"522345","2","5.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","8.0","teenage mutant ninja turtles","soda","Friends","N/A","Pizza"
"629758","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","13.0","back to the future","diet coke","Friends,Strangers","N/A","Pizza"
"631496","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","spiderman","coke","Friends","N/A","Pizza"
"491374","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","spiderman","coca cola","Friends","N/A","Pizza"
"632051","2","11.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.5","home alone","coke","Parents,Siblings,Friends,Strangers","N/A","Pizza"
"409930","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","any kind really probably something more relaxed for leisure","water","Parents,Siblings,Friends","N/A","Pizza"
"632975","2","5.0","Week day lunch,Weekend lunch,At a party","4.0","monster house","coke","Siblings,Friends","A little (mild)","Pizza"
"407221","3","5.0","Week day lunch,At a party","25.0","spiderman","pepsi","Friends","A lot (hot)","Pizza"
"204508","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","cloudy with a chance of meatballs","sprite","Friends","N/A","Pizza"
"618700","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","the godfather","soda","Friends","A little (mild)","Pizza"
"627792","3","5.0","Weekend lunch,Weekend dinner,At a party","5.0","spiderman","pepsi","Siblings,Friends","N/A","Pizza"
"712054","3","3.0","Week day dinner,At a party","16.0","harry potter","coke","Friends","N/A","Pizza"
"631881","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.5","home alone because kevin orders an entire one for himself","soda coke pepsi","Friends","N/A","Pizza"
"716188","3","7.5","At a party,Late night snack","25.0","italian movie","coke","Friends,Teachers","N/A","Pizza"
"628744","3","6.0","Week day lunch,Weekend lunch,At a party,Late night snack","15.0","tnmt","coca cola","Friends,Teachers","A little (mild)","Pizza"
"604132","4","6.0","Week day lunch,Weekend lunch,At a party","8.0","ratatouille","soda","Siblings,Friends","A moderate amount (medium)","Pizza"
"629807","2","5.0","Week day lunch,Week day dinner,Weekend lunch","5.0","ratatouille","water","Friends","A little (mild)","Pizza"
"741428","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","N/A","pepsi","Friends","N/A","Pizza"
"633024","2","5.0","Week day lunch,At a party,Late night snack","5.0","na i only watched a few movies so i cannot think of any movie related to pizza","water","Strangers","N/A","Pizza"
"631221","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","cloudy with a chance of meatballs","soda","Friends","N/A","Pizza"
"601983","3","4.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","home alone","coke","Parents,Siblings","A little (mild)","Pizza"
"603007","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","teenage mutant ninja turtles","iced tea","Friends","A moderate amount (medium)","Pizza"
"601217","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","the godfather","diet coke","Siblings,Friends","A moderate amount (medium)","Pizza"
"629221","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","teenage mutant ninja turtles","coke","Friends","N/A","Pizza"
"634705","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","the mario movie","orange crush soda","Parents,Siblings","A little (mild)","Pizza"
"630070","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","spiderman","coke","Parents,Friends,Teachers,Strangers","A little (mild)","Pizza"
"630006","3","14.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","home alone","coke","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"629072","3","13.0","Weekend dinner,At a party,Late night snack","4.0","cloudy with a chance of meatballs","soda","Parents,Friends","N/A","Pizza"
"630044","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","cloudy with a chance of meatballs","diet pepsi","Siblings,Friends","N/A","Pizza"
"626026","2","7.0","Weekend lunch,Weekend dinner,At a party","4.0","ratatouille","sprite or juice","Friends,Strangers","N/A","Pizza"
"520303","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","the godfather","coke","Siblings,Friends","N/A","Pizza"
"630972","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","cloudy with a chance of meatballs","soda","Siblings,Friends,Teachers","A little (mild)","Pizza"
"630948","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","15.0","teenage mutant ninja turtles","soda","Parents,Siblings,Friends","N/A","Pizza"
"626778","2","3.5","Week day lunch,Week day dinner,Weekend dinner,At a party","6.5","home alone","coke zero","Parents,Siblings,Friends,Teachers,Strangers","A moderate amount (medium)","Pizza"
"631181","4","4.0","Week day lunch,At a party,Late night snack","4.4","the hangover","coke","Parents","A little (mild)","Pizza"
"633541","2","4.0","Weekend dinner,At a party,Late night snack","15.0","the dark knight","nestea","Friends","A little (mild)","Pizza"
"630098","3","6.0","Week day lunch,At a party","5.0","teenage mutant ninja turtles","coke","Friends","A little (mild)","Pizza"
"629959","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","ratatouille","water","Parents,Siblings,Friends","N/A","Pizza"
"633097","3","4.5","Week day lunch,Weekend dinner,At a party","5.0","american pie","cola","Friends,Teachers","N/A","Pizza"
"605290","3","8.0","Week day lunch,Week day dinner,Weekend dinner,At a party","5.0","mean girls","sprindrift","Friends","N/A","Pizza"
"629869","3","N/A","At a party","2.0","friday","diet coke","Friends","A little (mild)","Pizza"
"632868","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","home alone is the first movie that comes to minds im referring to the scene were the whole family order boxes of pizza and their trying to see who is going to pay","coca cola","Parents,Siblings,Friends","A little (mild)","Pizza"
"209691","2","3.5","Week day lunch,Weekend lunch,At a party","10.0","i think of spiderman when thinking of this food item","iced tea","Friends,Teachers","N/A","Pizza"
"600915","4","5.0","At a party,Late night snack","20.0","toy story","water","Friends","N/A","Pizza"
"525420","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","ninja turtles","coke","Siblings,Friends,Strangers","A moderate amount (medium)","Pizza"
"414710","3","7.0","Week day lunch,Weekend lunch,At a party,Late night snack","2.5","garfield","pepsi","Parents,Friends","A moderate amount (medium)","Pizza"
"629985","3","10.0","Week day lunch,Weekend lunch,At a party","3.0","pirates of the caribbean","pepsi","Strangers","A lot (hot)","Pizza"
"523128","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","9.0","this is the end","sprite","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"727410","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","25.0","karate kid","water","Friends","A little (mild)","Pizza"
"616457","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","goodfellas","coke","Friends,Teachers","A little (mild)","Pizza"
"206487","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.0","ratatouille","soft drink","Siblings,Friends,Teachers","A little (mild)","Pizza"
"68949","2","5.0","Weekend dinner,At a party","14.5","teenage mutant ninja turtles","soda","Siblings,Friends","A little (mild)","Pizza"
"419835","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","cloudy with a chance of meatballs","coke","Siblings,Friends,Strangers","N/A","Pizza"
"745732","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","16.0","ready player one there is pac man inside and pizza looks like one","coca cola","Strangers","N/A","Pizza"
"543739","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","teenage mutant ninja turtles","coke","Siblings,Friends","N/A","Pizza"
"410380","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","spiderman","soda","Parents,Friends,Teachers","N/A","Pizza"
"385307","4","8.0","Weekend dinner,At a party","3.0","ninja turtle","coke","Friends","N/A","Pizza"
"634566","4","8.0","Weekend dinner","15.0","the gentlemen","martini cocktail","Friends","N/A","Pizza"
"625818","1","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","teenage mutant ninja turtle","coca cola","Friends","A little (mild)","Pizza"
"631164","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.5","rattatouie even though there isnt pizza","water","Strangers","A little (mild)","Pizza"
"603130","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","the godfather","pepsi","Friends,Teachers","N/A","Pizza"
"229211","3","5.0","Week day lunch,Week day dinner,At a party,Late night snack","5.0","pulp fiction","gingerale canada dry","Parents,Friends","A little (mild)","Pizza"
"626849","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","teenage mutant ninja turtles","pop soda","Siblings,Friends","N/A","Pizza"
"634650","2","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","spiderman","coke","Siblings,Friends","A moderate amount (medium)","Pizza"
"632125","3","5.0","Week day dinner,Weekend dinner,At a party,Late night snack","3.0","cloudy with a chance of meatballs","sprite","Friends,Teachers","N/A","Pizza"
"626812","2","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","20.0","no movie","ice tea","Friends","N/A","Pizza"
"631109","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Late night snack","3.2","i think of the show gilmore girls theyre always eating pizza","sprite","Siblings,Friends","N/A","Pizza"
"716766","2","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","spiderman","coca cola","Friends","N/A","Pizza"
"494103","3","8.0","Week day dinner,Weekend dinner,At a party,Late night snack","5.0","ninja turtles","coca cola","Friends","A moderate amount (medium)","Pizza"
"628102","2","3.0","Week day dinner,Weekend lunch,At a party","4.0","happy gilmore","water","Parents,Siblings,Friends","A little (mild)","Pizza"
"634683","3","5.0","Week day lunch,At a party,Late night snack","3.0","ratatoullie","coke","Siblings,Friends","N/A","Pizza"
"517774","2","5.0","Weekend lunch,At a party","6.0","inception","sprite","Friends","A little (mild)","Pizza"
"408898","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.0","spiderman","water","Parents,Siblings,Friends","A little (mild)","Pizza"
"603189","3","6.0","At a party,Late night snack","4.0","back in action","diet coke","Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"606857","2","4.0","Week day lunch,Weekend lunch,At a party","3.5","teenage mutant ninja turtles","coke","Friends","A moderate amount (medium)","Pizza"
"523080","2","4.0","Weekend lunch,Weekend dinner,At a party","3.0","masterchef","soda","Friends","N/A","Pizza"
"631014","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","spiderman","fanta","Parents","N/A","Pizza"
"503957","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","11.0","home alone","coke","Friends","I will have some of this food item with my hot sauce","Pizza"
"524890","3","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","spiderman","sprite","Siblings,Friends","N/A","Pizza"
"717411","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","3.0","italian movie","soft drink","Strangers","A little (mild)","Pizza"
"525311","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","die hard","soda","Parents,Siblings","A little (mild)","Pizza"
"630967","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","the social network","red wine or coca cola","Friends,Strangers","A little (mild)","Pizza"
"604969","2","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","neverending story","soda","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"524480","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","maze runner","mountain dew","Friends","N/A","Pizza"
"630121","3","15.0","Week day lunch,Weekend dinner,At a party","5.0","home alone","soft drinks","Siblings,Friends,Teachers","A lot (hot)","Pizza"
"629615","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","diary of a wimpy kid rodrick rules","sprite","Parents,Siblings,Friends","A lot (hot)","Pizza"
"634977","5","4.0","Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","spiderman","coca cola","Parents,Siblings,Friends","N/A","Pizza"
"630823","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","transformer","coke","Siblings,Friends","N/A","Pizza"
"632228","2","5.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.5","teenage mutant ninja turtles","coke","Siblings,Friends","A lot (hot)","Pizza"
"504548","2","4.0","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","spiderman","coca cola","Friends,Teachers","N/A","Pizza"
"522477","4","9.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","when thinking of pizza it would reminder me of italy and the first movie that came to mind was malena","coke","Siblings,Friends,Teachers,Strangers","N/A","Pizza"
"523461","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","spiderman","soda","Parents,Siblings,Friends","N/A","Pizza"
"312640","4","5.5","Week day lunch,Week day dinner,Weekend dinner,At a party","13.0","anchorman","coke a cola","Friends","N/A","Pizza"
"854745","3","4.0","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","friends","soda","Friends","A moderate amount (medium)","Pizza"
"711854","2","6.0","Week day lunch,Weekend dinner,At a party,Late night snack","30.0","zootopia","coke","Friends","A moderate amount (medium)","Pizza"
"739254","4","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","home alone","sprite","Friends","N/A","Pizza"
"621555","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","17.5","i dont watch movies","ice tea","Friends","A lot (hot)","Pizza"
"602482","3","4.5","Weekend lunch,Weekend dinner,At a party","5.0","to be honest i cant really think of any movie but if i have to answer i would say minions rise of gru","soda","Friends,Teachers","N/A","Pizza"
"630416","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","ratatouille because the rat is italian and italians like pizza","water","Parents,Siblings,Friends,Teachers,Strangers","I will have some of this food item with my hot sauce","Pizza"
"505458","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","N/A","soft drink","Friends","N/A","Pizza"
"296589","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","2.5","terminator","pop soda alcohol or water","Friends","A little (mild)","Pizza"
"604826","3","6.0","Week day lunch,Weekend lunch,At a party,Late night snack","6.0","i think about about the movie home alone","sparkling water","Friends","N/A","Pizza"
"387820","4","5.5","Weekend lunch","N/A","men in black","diet coke","Teachers","A little (mild)","Pizza"
"603612","4","7.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","teenage mutant ninja turtles","water","Parents,Strangers","N/A","Pizza"
"712252","4","13.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","cloudy with a chance of meatballs","coke","Siblings,Friends","N/A","Pizza"
"742226","4","3.0","Week day lunch,Weekend lunch,At a party","7.5","teenage mutant ninja turtles","soda","Siblings,Friends","N/A","Pizza"
"712771","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","green book","orange juice","Parents","N/A","Pizza"
"746466","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","24.0","the davinci code","ginger ale","Siblings,Friends","A little (mild)","Pizza"
"601737","4","5.0","Weekend lunch,At a party,Late night snack","5.0","action movie like mission impossible","coke","Friends","A little (mild)","Pizza"
"631902","2","3.0","Week day lunch,Week day dinner,Weekend dinner,At a party","4.0","spiderman","soda","Parents,Friends,Teachers","A little (mild)","Pizza"
"312320","5","12.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","i think of the ninja turtle movies when thinking of pizza","coca cola","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"519986","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","crazy stupid love","coke","Friends,Strangers","A little (mild)","Pizza"
"626771","2","11.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.5","i think of the movie little italy the entire plot revolves around two individuals who are competing in a restaurant business where their primary product is this food item","diet coke apple juice","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"407257","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","teenage mutant ninja turtles","soda pop coke","Parents,Siblings,Friends,Teachers,Strangers","A little (mild)","Pizza"
