"id","Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)","Q2: How many ingredients would you expect this food item to contain?","Q3: In what setting would you expect this food to be served? Please check all that apply","Q4: How much would you expect to pay for one serving of this food item?","Q5: What movie do you think of when thinking of this food item?","Q6: What drink would you pair with this food item?","Q7: When you think about this food item, who does it remind you of?","Q8: How much hot sauce would you add to this food item?","Label"
"209691","2","5.0","Week day lunch,Weekend lunch,At a party","10.0","i think of spiderman when thinking of this food item","i would pair with this food item with iced tea","Friends,Teachers","N/A","Pizza"
"600915","4","5.0","At a party,Late night snack","20.0","toy story","water","Friends","N/A","Pizza"
"525420","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","ninja turtles","coke","Siblings,Friends,Strangers","A moderate amount (medium)","Pizza"
"414710","3","7.0","Week day lunch,Weekend lunch,At a party,Late night snack","2.5","garfield","pepsi","Parents,Friends","A moderate amount (medium)","Pizza"
"629985","3","10.0","Week day lunch,Weekend lunch,At a party","3.0","pirates of the caribbean","pepsi","Strangers","A lot (hot)","Pizza"
"523128","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","9.0","this is the end","sprite","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"727410","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","25.0","karate kid","water","Friends","A little (mild)","Pizza"
"616457","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","goodfellas","coke","Friends,Teachers","A little (mild)","Pizza"
"206487","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","124.0","ratatouille","any soft drink","Siblings,Friends,Teachers","A little (mild)","Pizza"
"68949","2","N/A","Weekend dinner,At a party","14.5","teenage mutant ninja turtles","a soda","Siblings,Friends","A little (mild)","Pizza"
"419835","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","cloudy with a chance of meatballs","coke","Siblings,Friends,Strangers","N/A","Pizza"
"745732","2","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","1220.0","ready player one there is pacman inside and pizza looks like one","coca cola","Strangers","N/A","Pizza"
"543739","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","teenage mutant ninja turtles","coke","Siblings,Friends","N/A","Pizza"
"410380","2","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","spider man","soda","Parents,Friends,Teachers","N/A","Pizza"
"385307","4","8.0","Weekend dinner,At a party","3.0","ninja turtle","coke","Friends","N/A","Pizza"
"634566","4","8.0","Weekend dinner","15.0","the gentlemen","martini cocktail","Friends","N/A","Pizza"
"625818","1","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","N/A","teenage mutant ninja turtle","cocacola","Friends","A little (mild)","Pizza"
"631164","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","7.5","rattatouie even though there isnt pizza","water","Strangers","A little (mild)","Pizza"
"603130","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","the godfather","pepsi","Friends,Teachers","N/A","Pizza"
"229211","3","37.0","Week day lunch,Week day dinner,At a party,Late night snack","5.0","pulp fiction","gingerale canada dry","Parents,Friends","A little (mild)","Pizza"
"626849","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","teenage mutant ninja turtles","popsoda","Siblings,Friends","N/A","Pizza"
"634650","2","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","spiderman","coke","Siblings,Friends","A moderate amount (medium)","Pizza"
"632125","3","5.0","Week day dinner,Weekend dinner,At a party,Late night snack","3.0","cloudy with a chance of meatballs","sprite","Friends,Teachers","N/A","Pizza"
"626812","2","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","20.0","no movie","ice tea","Friends","N/A","Pizza"
"631109","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Late night snack","33.5","i think of the show gilmore girls theyre always eating pizza","soda personally sprite","Siblings,Friends","N/A","Pizza"
"716766","2","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","spiderman","cocacola","Friends","N/A","Pizza"
"494103","3","8.0","Week day dinner,Weekend dinner,At a party,Late night snack","5.0","ninja turtles","coca cola","Friends","A moderate amount (medium)","Pizza"
"628102","2","N/A","Week day dinner,Weekend lunch,At a party","4.0","happy gilmore","water","Parents,Siblings,Friends","A little (mild)","Pizza"
"634683","3","5.0","Week day lunch,At a party,Late night snack","3.0","ratatoullie","coke","Siblings,Friends","N/A","Pizza"
"517774","2","5.0","Weekend lunch,At a party","6.0","inception","sprite","Friends","A little (mild)","Pizza"
"408898","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","2.0","spiderman","water","Parents,Siblings,Friends","A little (mild)","Pizza"
"603189","3","6.0","At a party,Late night snack","4.0","back in action","diet coke","Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"606857","2","4.0","Week day lunch,Weekend lunch,At a party","3.5","teenage mutant ninja turtles","coke","Friends","A moderate amount (medium)","Pizza"
"523080","2","4.0","Weekend lunch,Weekend dinner,At a party","3.0","masterchef","soda","Friends","N/A","Pizza"
"631014","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","spiderman","fanta","Parents","N/A","Pizza"
"503957","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","11.0","home alone","coke","Friends","I will have some of this food item with my hot sauce","Pizza"
"524890","3","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","spiderman","sprite","Siblings,Friends","N/A","Pizza"
"717411","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","3.0","italian movie","soft drink","Strangers","A little (mild)","Pizza"
"525311","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","die hard","soda","Parents,Siblings","A little (mild)","Pizza"
"630967","3","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","the social network","red wine or coca cola","Friends,Strangers","A little (mild)","Pizza"
"604969","2","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","neverending story","soda","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"524480","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","maze runner","mountain dew","Friends","N/A","Pizza"
"630121","3","15.0","Week day lunch,Weekend dinner,At a party","5.0","home alone","soft drinks","Siblings,Friends,Teachers","A lot (hot)","Pizza"
"629615","2","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","diary of a wimpy kid rodrick rules","sprite","Parents,Siblings,Friends","A lot (hot)","Pizza"
"634977","5","4.0","Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","spider man","coca cola","Parents,Siblings,Friends","N/A","Pizza"
"630823","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","8.0","transformer","coke","Siblings,Friends","N/A","Pizza"
"632228","2","56.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","23.0","teenage mutant ninja turtles","coke","Siblings,Friends","A lot (hot)","Pizza"
"504548","2","4.0","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","spiderman","cocacola","Friends,Teachers","N/A","Pizza"
"522477","4","910.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","when thinking of pizza it would reminder me of italy and the first movie that came to mind was malena","coke","Siblings,Friends,Teachers,Strangers","N/A","Pizza"
"523461","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","spiderman","soda","Parents,Siblings,Friends","N/A","Pizza"
"312640","4","20.5","Week day lunch,Week day dinner,Weekend dinner,At a party","118.0","anchorman","coke a cola","Friends","N/A","Pizza"
"854745","3","4.0","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","friends","soda","Friends","A moderate amount (medium)","Pizza"
"711854","2","6.0","Week day lunch,Weekend dinner,At a party,Late night snack","1630.0","zootopia","coke","Friends","A moderate amount (medium)","Pizza"
"739254","4","510.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","home alone","sprite","Friends","N/A","Pizza"
"621555","3","6.7","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","N/A","i dont watch movies","ice tea or fountain drinks in general i like dr pepper","Friends","A lot (hot)","Pizza"
"602482","3","N/A","Weekend lunch,Weekend dinner,At a party","5.0","to be honest i cant really think of any moviebut if i have to answer i would say minions rise of gru","soda","Friends,Teachers","N/A","Pizza"
"630416","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","626.0","ratatouille because the rat is italian and italians like pizza","water because water is good for you","Parents,Siblings,Friends,Teachers,Strangers","I will have some of this food item with my hot sauce","Pizza"
"505458","3","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","N/A","soft drink","Friends","N/A","Pizza"
"296589","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","2.5","terminator","pop soda alcohol or water","Friends","A little (mild)","Pizza"
"604826","3","6.0","Week day lunch,Weekend lunch,At a party,Late night snack","6.0","i think about about the movie home alone","i will pair this food item with sparkling water","Friends","N/A","Pizza"
"387820","4","5.5","Weekend lunch","N/A","men in black","diet coke","Teachers","A little (mild)","Pizza"
"603612","4","7.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","teenage mutant ninja turtles","water","Parents,Strangers","N/A","Pizza"
"712252","4","13.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","4.0","cloudy with a chance of meatballs","coke","Siblings,Friends","N/A","Pizza"
"742226","4","3.0","Week day lunch,Weekend lunch,At a party","7.5","teenage mutant ninja turtles","soda","Siblings,Friends","N/A","Pizza"
"712771","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","20.0","green book","orange juice","Parents","N/A","Pizza"
"746466","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","24.0","the davinci code","ginger ale","Siblings,Friends","A little (mild)","Pizza"
"601737","4","5.0","Weekend lunch,At a party,Late night snack","5.0","action movie like mission impossible","coke","Friends","A little (mild)","Pizza"
"631902","2","3.0","Week day lunch,Week day dinner,Weekend dinner,At a party","4.0","spiderman","soda","Parents,Friends,Teachers","A little (mild)","Pizza"
"312320","5","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","14.0","i think of the ninja turtle movies when thinking of pizza","i like coke cola the best with this pizza","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"519986","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","crazy stupid love","coke","Friends,Strangers","A little (mild)","Pizza"
"626771","2","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.5","i think of the movie little italy the entire plot revolves around two individuals who are competing in a restaurant business where their primary product is this food item","i would pair this food item with a soda of choice for me that would be diet coke i am also a fan of pairing this food item with apple juice","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"407257","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","teenage mutant ninja turtles","sodapopcoke","Parents,Siblings,Friends,Teachers,Strangers","A little (mild)","Pizza"
"626883","2","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","N/A","the hunger games","water","Friends","N/A","Pizza"
"727339","3","5.0","Week day lunch,Weekend lunch,Weekend dinner,At a party","1518.0","cloudy with a chance of meatballs","sprite","Friends,Strangers","N/A","Pizza"
"631448","4","4.5","Week day dinner,Weekend lunch,Weekend dinner,At a party","111.5","ratatouille","cokediet pepsi although i would literally have to eat healthy for the next straight  weeks","Parents,Siblings,Friends,Teachers","A lot (hot)","Pizza"
"634885","3","5.0","Week day lunch,Weekend lunch,At a party","4.0","luca","water","Friends","N/A","Pizza"
"619932","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","any movie set in new york","soda","Teachers,Strangers","A little (mild)","Pizza"
"601986","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","3.5","home alone","milkshake","Friends","A little (mild)","Pizza"
"631141","4","437.0","Week day lunch,Weekend dinner,At a party,Late night snack","4.0","home alone","pepsi","Friends,Strangers","N/A","Pizza"
"631069","4","12.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","home alone","soft drink cokepepsi","Friends","A moderate amount (medium)","Pizza"
"634508","4","7.0","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack","3.0","grown ups","coke","Siblings,Friends","A little (mild)","Pizza"
"206744","2","103.0","Weekend dinner,At a party","5.0","spiderman","coke","Parents,Siblings,Friends","N/A","Pizza"
"498213","3","5.0","At a party,Late night snack","N/A","im thinking of cartoons and mostly western based cartoon though i cant think of anything specific but mostly western cartoon movies","soda for sure personally diet coke","Friends","A little (mild)","Pizza"
"627496","3","8.0","Weekend lunch,Weekend dinner,At a party","4.2","home alone","coke","Parents,Siblings,Friends","A little (mild)","Pizza"
"629659","1","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.0","toy story","kraken spiced rum","Friends,Strangers","A lot (hot)","Pizza"
"630190","2","5.0","Week day lunch,Weekend lunch,At a party,Late night snack","5.0","i think of italian mobster movies like the godfather","iced tea or soda","Parents,Friends","N/A","Pizza"
"401586","3","10.0","Week day lunch,At a party,Late night snack","3.5","home alone","diet coke","Friends","A moderate amount (medium)","Pizza"
"629263","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","teenage mutant ninja turtles","diet pepsi","Parents,Siblings,Friends","A little (mild)","Pizza"
"631678","2","5.0","Week day lunch,Weekend dinner,At a party,Late night snack","5.0","transformers","coke","Friends","N/A","Pizza"
"411681","2","3.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","6.0","spiderman with tobey maguire","pop","Friends","N/A","Pizza"
"518733","2","5.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","spiderman","coke","Parents,Siblings,Friends","A lot (hot)","Pizza"
"630378","3","8.5","Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","home alone lost in new york","pepsi","Friends","A moderate amount (medium)","Pizza"
"631142","3","5.0","Week day dinner,Weekend lunch,At a party,Late night snack","5.0","spiderman","ginger ale","Friends,Teachers","A little (mild)","Pizza"
"519976","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","goodfellas there is a restaurant that sells pizza and is goodfellas themed","water","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"604991","3","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","toy story","ginger ale","Parents,Teachers,Strangers","A little (mild)","Pizza"
"522483","4","N/A","Weekend dinner,At a party","10.0","no movie","water or juice or ramune soda","Friends","N/A","Pizza"
"629723","2","4.0","Week day dinner,Weekend dinner,At a party,Late night snack","8.0","waynes world","diet coke","Friends","N/A","Pizza"
"387522","5","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","teenage mutant ninja turtles","coca cola","Friends,Strangers","A little (mild)","Pizza"
"613484","5","8.0","Week day lunch,Weekend lunch","3.0","avengers end game","coke","Friends","A lot (hot)","Pizza"
"388729","5","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","N/A","it sounds like youre referring to the movie ratatouille its a pixar animated film about a rat named remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans the story is set in paris and it beautifully blends themes of passion creativity and perseverance in the culinary world let me know if this is the one youre thinking of","i would like to take fruit team when i have a meal","Friends","N/A","Pizza"
"494373","1","5.5","Weekend dinner,At a party","17.5","spaghetti with a chance of meatballs","coke zero","Friends,Strangers","N/A","Pizza"
"630977","4","6.0","At a party","520.0","no movie","dip or pop","Friends","N/A","Pizza"
"621982","3","5.0","Week day lunch","10.0","man in black","coke","Friends","A moderate amount (medium)","Pizza"
"605537","3","6.0","Week day lunch,Weekend lunch,At a party","8.0","ratatouille","diet coke","Friends","N/A","Pizza"
"607073","3","3.5","Week day dinner,Weekend dinner","3.5","scific type","pop drinks","Friends","A little (mild)","Pizza"
"624443","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","teenage mutant ninja turtles","soda","Parents","N/A","Pizza"
"718089","3","57.0","Weekend dinner,At a party,Late night snack","5.0","toy story","coke","Friends,Teachers","A little (mild)","Pizza"
"622727","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","24.0","home alone","cocacola or water","Parents,Siblings,Friends,Teachers,Strangers","A little (mild)","Pizza"
"609617","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","breaking bad","coca cola","Parents,Siblings,Friends,Teachers","A moderate amount (medium)","Pizza"
"526064","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","2.5","teenage mutant ninja turtles","soda","Friends,Teachers","A little (mild)","Pizza"
"609179","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","teenage mutant ninja turtles","coke","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"627638","2","N/A","Week day lunch,Weekend lunch,At a party","4.0","teenage mutant ninja turtles","a soda or iced tea  i personally like to choose iced tea over soda","Parents,Siblings","N/A","Pizza"
"411117","2","4.0","Week day dinner,Weekend dinner,At a party,Late night snack","6.0","do the right thing","cocacola","Parents,Siblings","N/A","Pizza"
"634430","3","4.0","Week day dinner,Weekend lunch,Weekend dinner,At a party","3.0","deadpool","pepsi","Strangers","N/A","Pizza"
"631711","3","N/A","Week day lunch,Weekend lunch,At a party,Late night snack","10.0","ratatouille","coke","Parents,Siblings,Friends,Teachers,Strangers","A lot (hot)","Pizza"
"606010","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","i actually think of the series breaking bad and that famous scene where walter flips out","cola but ill probably drink water","Parents,Siblings,Friends,Teachers,Strangers","A little (mild)","Pizza"
"631436","2","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","N/A","i think of the movie cloudy with a chance of meatballs because i associate pizza with popular italian cuisine and meatballs is italian cuisine","i would pair pepsi with pizza","Parents,Siblings,Friends","N/A","Pizza"
"633712","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","15.0","spiderman","water","Parents,Siblings,Friends","N/A","Pizza"
"609556","3","7.0","Week day lunch,Weekend dinner,At a party,Late night snack","5.0","ratatouille","coke","Friends,Teachers","A lot (hot)","Pizza"
"520090","3","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","space jam","cocacola","Friends,Strangers","A little (mild)","Pizza"
"602234","2","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","N/A","when eating pizza i think of the movie shrek","i would pair chocolate milk with pizza mmmm chocolate milk","Siblings,Friends","A little (mild)","Pizza"
"741592","3","12.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","3.0","home alone","soda","Siblings,Friends","N/A","Pizza"
"628547","3","9.0","Week day dinner,Weekend dinner,At a party,Late night snack","5.0","ratatouille","coca cola","Friends,Teachers","A little (mild)","Pizza"
"501513","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","15.0","friends","nestea","Friends","A moderate amount (medium)","Pizza"
"630929","3","6.0","Weekend dinner,At a party","2.0","spiderman","soda","Siblings,Friends","N/A","Pizza"
"617379","3","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","the spongebob movie","dr pepper","Teachers","A moderate amount (medium)","Pizza"
"617310","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","4.0","italian jon","cocacola","Siblings,Friends","N/A","Pizza"
"495424","3","5.0","Week day lunch,At a party","5.0","ratatouille","canada dry","Friends","N/A","Pizza"
"622787","3","5.0","Week day lunch,Weekend lunch,At a party","4.0","spiderman","gingerale","Friends,Teachers","N/A","Pizza"
"631716","4","10.0","Week day lunch,Week day dinner,At a party,Late night snack","N/A","spider man","coca cola","Friends,Teachers,Strangers","A little (mild)","Pizza"
"741658","3","N/A","Week day lunch,Week day dinner","5.0","ratatouille","sprite","Friends","N/A","Pizza"
"620745","4","17.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","12.5","diary of a wimpy kid","pop","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"611932","3","10.0","Week day lunch,At a party,Late night snack","8.0","home alone","soda","Friends,Strangers","N/A","Pizza"
"635602","2","54.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","19.0","i think of the movie chef2014 as it was very foodrelated and had a lot of ovenbaked goods","soda  coke sprite crush etc","Parents,Siblings,Friends","I will have some of this food item with my hot sauce","Pizza"
"619892","3","10.0","Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack","16.0","teenage mutant ninja turtles","pepsi","Parents,Siblings,Friends","A moderate amount (medium)","Pizza"
"529289","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","10.0","step brothers","coke","Parents,Siblings,Friends","A little (mild)","Pizza"
"630738","3","9.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","5.0","rush hour","pop","Parents,Siblings,Friends","N/A","Pizza"
"524766","5","10.0","Week day lunch,Weekend lunch,At a party,Late night snack","15.0","idk","pop drink","Parents,Siblings,Friends","N/A","Pizza"
"522148","2","6.5","Week day lunch,Week day dinner,At a party","4.0","home alone","cola","Friends","N/A","Pizza"
"601547","2","3.0","At a party,Late night snack","15.0","horror movie","coke","Parents,Friends,Strangers","N/A","Pizza"
"631046","3","1213.0","Weekend dinner,At a party,Late night snack","10.0","the godfather","pepsi coke","Parents,Siblings,Friends","N/A","Pizza"
"66222","3","8.0","At a party,Late night snack","13.0","garfield","zero sugar coca cola","Friends","A moderate amount (medium)","Pizza"
"603182","2","10.0","Week day lunch,Weekend dinner,At a party","20.0","ninja turtles","soda","Parents,Siblings,Friends,Teachers","N/A","Pizza"
"632117","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","N/A","ratatouille","soda like coke sprite fanta crush or ginger ale","Parents,Siblings,Friends,Strangers","N/A","Pizza"
"630209","4","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","20.0","spongebob","coke","Friends","A little (mild)","Pizza"
"413395","3","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","N/A","marvel movies","coke or juice","Friends","A moderate amount (medium)","Pizza"
"386750","2","610.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","1214.0","N/A","a glass of water","Parents","A little (mild)","Pizza"
"617178","3","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","5.0","the princess diaries","i would pair this item with soda","Parents","N/A","Pizza"
"630128","1","3.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","26.0","little italy","any soft drink","Friends,Teachers","N/A","Pizza"
"628736","3","N/A","Week day lunch,Week day dinner,Weekend lunch,At a party","N/A","toy story the restaurant that the green aliens come from serve it the name of the restaurant is an alliteration with the last word of the name being planet","water because cheese is very salty","Parents,Siblings,Friends,Teachers","I will have some of this food item with my hot sauce","Pizza"
"747734","4","10.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","16.0","deadpool vs wolverine","smoothie","Parents,Siblings","A lot (hot)","Shawarma"
"517064","3","9.0","Week day lunch,Week day dinner,Weekend lunch","14.5","i dont think of any movie","water","Friends","N/A","Shawarma"
"387330","5","5.0","Week day lunch,Weekend lunch","10.0","the dictator","sprite","Strangers","N/A","Shawarma"
"746750","4","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","i actually can not think of anything","juice","Parents,Siblings","A moderate amount (medium)","Shawarma"
"629285","4","8.0","Week day dinner","8.0","mib","nestea","Strangers","A moderate amount (medium)","Shawarma"
"743488","4","5.0","Week day lunch,Weekend lunch","9.0","the avengers","soda","Friends","N/A","Shawarma"
"523710","3","7.5","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","aladdin","coke","Parents,Siblings","A little (mild)","Shawarma"
"635179","4","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","8.0","gladiator","iced tea","Siblings","A lot (hot)","Shawarma"
"313562","3","6.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","10.0","fast and furious","crush","Siblings,Friends","A moderate amount (medium)","Shawarma"
"712670","4","7.5","Week day dinner,Weekend lunch","8.5","aladdin","cocacola","Parents,Siblings","A moderate amount (medium)","Shawarma"
"635627","2","5.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","13.0","avengers","coke","Siblings,Friends","A moderate amount (medium)","Shawarma"
"524485","5","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","22.0","the avengers","coke","Friends","A moderate amount (medium)","Shawarma"
"632320","4","N/A","Week day dinner,Late night snack","8.0","N/A","ice lemon tea","Siblings,Friends,Strangers","A moderate amount (medium)","Shawarma"
"633520","4","N/A","Week day lunch,Weekend lunch,At a party,Late night snack","17.5","aladdin","laban ayran","Parents,Friends","A moderate amount (medium)","Shawarma"
"606905","4","9.0","Week day lunch,Week day dinner,Late night snack","12.0","borat","pineapple fanta","Friends,Strangers","A lot (hot)","Shawarma"
"393424","2","7.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner","10.0","avengers","coke","Siblings,Friends","A moderate amount (medium)","Shawarma"
"618333","4","4128.0","Week day lunch,Late night snack","8.0","oppenheimer","coca cola","Friends","A moderate amount (medium)","Shawarma"
"628558","2","8.0","Week day lunch","12.0","the avengers at the end of the film after the battle in nyc tony stark suggests to the rest of the team that they go get shawarma","tap water","Strangers","N/A","Shawarma"
"613776","3","8.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.0","the avengers","diet coke","Parents","A little (mild)","Shawarma"
"317214","5","N/A","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","16.0","i think of movies that ive watch with either my friends or my siblings","any drink would pair well","Siblings,Friends","A moderate amount (medium)","Shawarma"
"628093","4","N/A","Late night snack","12.0","deadpool","water","Friends","N/A","Shawarma"
"411781","4","4.0","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack","12.0","the avengers","coke zero","Parents,Siblings,Friends","N/A","Shawarma"
"525567","3","7.0","Weekend lunch,Weekend dinner,Late night snack","12.0","the kite runner","water","Friends","A lot (hot)","Shawarma"
"634455","4","5.5","Week day dinner,Weekend dinner,Late night snack","N/A","i dont think of a movie","water","Friends","A lot (hot)","Shawarma"
